"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 22 11:07:31 GMT 2024","Tue Oct 22 11:07:32 GMT 2024","783","Petstore API Tests","","","","","should create, update, and delete a pet",""
